id,language_name,year
69825516c835c41957dfb781,anglais,2002
69825516c835c41957dfb78d,anglais,2005
69825516c835c41957dfb78e,anglais,1986
69825516c835c41957dfb79a,anglais,2006
69825516c835c41957dfb79d,anglais,2002
69825516c835c41957dfb7a0,anglais,2004
69825516c835c41957dfb7c2,anglais,2005
69825516c835c41957dfb7c5,anglais,1997
69825516c835c41957dfb81c,anglais,2002
69825516c835c41957dfb89b,anglais,2005
69825516c835c41957dfb965,anglais,2006
69825516c835c41957dfb972,anglais,2006
69825516c835c41957dfb9bc,anglais,2005
69825516c835c41957dfb9db,français,2005
69825516c835c41957dfb9f5,anglais,2005
69825516c835c41957dfb9f7,anglais,2005
69825516c835c41957dfb9f8,anglais,2002
69825516c835c41957dfba03,anglais,2005
69825516c835c41957dfba05,anglais,2005
69825516c835c41957dfba14,anglais,2004
69825516c835c41957dfba18,anglais,2006
69825516c835c41957dfba1a,anglais,2005
69825516c835c41957dfba1b,anglais,2005
69825516c835c41957dfba1c,anglais,2005
69825516c835c41957dfba22,anglais,2004
69825516c835c41957dfba23,anglais,2002
69825516c835c41957dfba2b,anglais,2004
69825516c835c41957dfba2c,anglais,2002
69825516c835c41957dfba2e,anglais,2003
69825516c835c41957dfba3a,espagnol,1989
69825516c835c41957dfba47,anglais,1983
69825516c835c41957dfba4f,anglais,1987
69825516c835c41957dfba5d,anglais,1978
69825516c835c41957dfba65,anglais,1976
69825516c835c41957dfba66,anglais,1976
69825516c835c41957dfba70,anglais,1986
69825516c835c41957dfba75,anglais,1982
69825516c835c41957dfba81,anglais,1986
69825516c835c41957dfba82,anglais,2004
69825516c835c41957dfba94,anglais,1987
69825516c835c41957dfba98,anglais,2002
69825516c835c41957dfba9b,anglais,1981
69825516c835c41957dfba9e,anglais,1981
69825516c835c41957dfbab4,anglais,1978
69825516c835c41957dfbab8,anglais,2004
69825516c835c41957dfbabb,anglais,1988
69825516c835c41957dfbad9,anglais,1987
69825516c835c41957dfbade,anglais,1977
69825516c835c41957dfbaea,anglais,1979
69825516c835c41957dfbaeb,anglais,1979
69825516c835c41957dfbaf9,anglais,1995
69825516c835c41957dfbb02,anglais,1990
69825516c835c41957dfbb06,anglais,2000
69825516c835c41957dfbb08,anglais,2000
69825516c835c41957dfbb0b,anglais,1992
69825516c835c41957dfbb10,anglais,1999
69825516c835c41957dfbb12,italien,1988
69825516c835c41957dfbb1d,anglais,2000
69825516c835c41957dfbb30,anglais,1994
69825516c835c41957dfbb39,allemand,2001
69825516c835c41957dfbb3c,anglais,1998
69825516c835c41957dfbb43,anglais,2000
69825516c835c41957dfbb44,anglais,1995
69825516c835c41957dfbb45,italien,1993
69825516c835c41957dfbb84,anglais,2001
69825516c835c41957dfbb85,anglais,1999
69825516c835c41957dfbbae,anglais,2004
69825516c835c41957dfbbb0,anglais,2000
69825516c835c41957dfbbb2,anglais,2005
69825516c835c41957dfbbb3,anglais,1990
69825516c835c41957dfbbb4,anglais,1979
69825516c835c41957dfbbb5,anglais,1994
69825516c835c41957dfbbb7,anglais,2001
69825516c835c41957dfbbb8,anglais,2003
69825516c835c41957dfbbbd,anglais,2005
69825516c835c41957dfbbc2,anglais,1997
69825516c835c41957dfbbc3,anglais,2001
69825516c835c41957dfbbce,anglais,1983
69825516c835c41957dfbbcf,anglais,2002
69825516c835c41957dfbbd0,anglais,1991
69825516c835c41957dfbbe4,anglais,1993
69825516c835c41957dfbbe5,anglais,1999
69825516c835c41957dfbbe8,anglais,1994
69825516c835c41957dfbbea,anglais,2000
69825516c835c41957dfbbec,anglais,1986
69825516c835c41957dfbbf0,anglais,2004
69825516c835c41957dfbbf5,anglais,1998
69825516c835c41957dfbbf6,anglais,2005
69825516c835c41957dfbc02,anglais,2001
69825516c835c41957dfbc04,anglais,1994
69825516c835c41957dfbc05,anglais,1989
69825516c835c41957dfbc08,anglais,1993
69825516c835c41957dfbc09,anglais,1992
69825516c835c41957dfbc0a,anglais,2006
69825516c835c41957dfbc0b,anglais,2004
69825516c835c41957dfbc0d,anglais,2002
69825516c835c41957dfbc0e,anglais,1996
69825516c835c41957dfbc0f,anglais,2001
69825516c835c41957dfbc10,anglais,1980
69825516c835c41957dfbc18,anglais,1982
69825516c835c41957dfbc1a,anglais,1980
69825516c835c41957dfbc1b,anglais,1990
69825516c835c41957dfbc20,anglais,2004
69825516c835c41957dfbc22,anglais,1997
69825516c835c41957dfbc2c,anglais,1991
69825516c835c41957dfbc2e,anglais,2001
69825516c835c41957dfbc30,anglais,2001
69825516c835c41957dfbc32,anglais,2001
69825516c835c41957dfbc33,anglais,1994
69825516c835c41957dfbc44,anglais,1996
69825516c835c41957dfbc48,anglais,2001
69825516c835c41957dfbc54,anglais,2001
69825516c835c41957dfbc5a,anglais,2001
69825516c835c41957dfbc5e,anglais,1998
69825516c835c41957dfbc61,anglais,1999
69825516c835c41957dfbc62,anglais,2000
69825516c835c41957dfbc63,anglais,1996
69825516c835c41957dfbc66,anglais,1993
69825516c835c41957dfbc69,anglais,1996
69825516c835c41957dfbc6a,anglais,1995
69825516c835c41957dfbc6b,anglais,2000
69825516c835c41957dfbc6e,anglais,1993
69825516c835c41957dfbc6f,anglais,1996
69825516c835c41957dfbc70,anglais,1998
69825516c835c41957dfbc76,anglais,2000
69825516c835c41957dfbc7e,allemand,2003
69825516c835c41957dfbc8b,allemand,2004
69825516c835c41957dfbc8c,allemand,2003
69825516c835c41957dfbcaf,anglais,1983
69825516c835c41957dfbcb5,anglais,2006
69825516c835c41957dfbcd4,français,2005
69825516c835c41957dfbcd6,français,2002
69825516c835c41957dfbd08,allemand,2002
69825516c835c41957dfbd18,allemand,1999
69825516c835c41957dfbd1c,allemand,1996
69825516c835c41957dfbd53,allemand,2004
69825516c835c41957dfbde2,anglais,1985
69825516c835c41957dfbde8,espagnol,1994
69825516c835c41957dfbe7f,espagnol,2004
69825516c835c41957dfbe83,anglais,1989
69825516c835c41957dfbea1,anglais,1990
69825516c835c41957dfbeae,portugais,2005
69825516c835c41957dfbec7,espagnol,1993
69825516c835c41957dfbf30,espagnol,2005
69825516c835c41957dfbf5e,espagnol,2005
69825516c835c41957dfbf5f,espagnol,2006
69825516c835c41957dfbf7b,espagnol,1997
69825516c835c41957dfbfcf,néerlandais,1992
69825516c835c41957dfbfd4,néerlandais,1992
69825516c835c41957dfbfd5,néerlandais,1989
69825516c835c41957dfbfd7,néerlandais,1991
69825516c835c41957dfbfd8,néerlandais,2006
69825516c835c41957dfbfdf,néerlandais,2004
69825516c835c41957dfbfe3,néerlandais,2004
69825516c835c41957dfbfe4,néerlandais,2006
69825516c835c41957dfc04c,anglais,1997
69825516c835c41957dfc0bf,espagnol,2001
69825516c835c41957dfc0c2,anglais,2001
69825516c835c41957dfc0c5,espagnol,1994
69825516c835c41957dfc0cb,anglais,2000
69825516c835c41957dfc0e1,espagnol,1994
69825516c835c41957dfc0e6,français,2001
69825516c835c41957dfc0f1,français,1988
69825516c835c41957dfc29c,polonais,2006
69825516c835c41957dfc2c7,anglais,1995
69825516c835c41957dfc2f9,français,2005
69825516c835c41957dfc30c,danois,1998
69825516c835c41957dfc328,danois,2000
69825516c835c41957dfc329,danois,2004
69825516c835c41957dfc32c,danois,2000
69825516c835c41957dfc334,danois,2000
69825516c835c41957dfc346,danois,1986
69825516c835c41957dfc349,danois,1990
69825516c835c41957dfc34c,danois,1983
69825516c835c41957dfc34e,danois,1992
69825516c835c41957dfc34f,danois,1996
69825516c835c41957dfc350,danois,1996
69825516c835c41957dfc351,danois,1996
69825516c835c41957dfc352,danois,1998
69825516c835c41957dfc354,danois,1998
69825516c835c41957dfc356,danois,2000
69825516c835c41957dfc35c,anglais,1980
69825516c835c41957dfc37e,anglais,1987
69825516c835c41957dfc387,anglais,1993
69825516c835c41957dfc39e,anglais,2006
69825516c835c41957dfc3b5,anglais,2000
69825516c835c41957dfc3d1,anglais,1997
69825516c835c41957dfc3e4,anglais,2005
69825516c835c41957dfc405,anglais,2005
69825516c835c41957dfc40a,anglais,1999
69825516c835c41957dfc411,anglais,1988
69825516c835c41957dfc417,anglais,1978
69825516c835c41957dfc450,anglais,1995
69825516c835c41957dfc452,hongrois,1994
69825516c835c41957dfc461,anglais,2006
69825516c835c41957dfc478,anglais,2000
69825516c835c41957dfc47c,anglais,2000
69825516c835c41957dfc47e,anglais,1997
69825516c835c41957dfc481,anglais,1997
69825516c835c41957dfc48e,anglais,2006
69825516c835c41957dfc4af,anglais,1994
69825516c835c41957dfc4b0,anglais,1995
69825516c835c41957dfc4ca,anglais,2005
69825516c835c41957dfc522,anglais,2006
69825516c835c41957dfc529,anglais,2006
69825516c835c41957dfc52c,anglais,2003
69825516c835c41957dfc533,anglais,2003
69825516c835c41957dfc538,anglais,2002
69825516c835c41957dfc540,allemand,2001
69825516c835c41957dfc557,Slovenian,1999
69825516c835c41957dfc55b,anglais,1995
69825516c835c41957dfc562,anglais,1999
69825516c835c41957dfc569,anglais,2005
69825516c835c41957dfc571,anglais,1995
69825516c835c41957dfc572,allemand,1996
69825516c835c41957dfc575,Slovenian,1984
69825516c835c41957dfc577,Slovenian,2000
69825516c835c41957dfc587,allemand,1994
69825516c835c41957dfc589,allemand,1997
69825516c835c41957dfc5a1,anglais,1999
69825516c835c41957dfc5a2,anglais,1999
69825516c835c41957dfc5a3,anglais,1999
69825516c835c41957dfc5ac,Slovenian,1976
69825516c835c41957dfc5cf,allemand,2000
69825516c835c41957dfc5d0,Slovenian,2005
69825516c835c41957dfc5e8,italien,2005
69825516c835c41957dfc5f5,Slovenian,2002
69825516c835c41957dfc601,anglais,1994
69825516c835c41957dfc604,anglais,1994
69825516c835c41957dfc609,italien,2005
69825516c835c41957dfc62e,anglais,1999
69825516c835c41957dfc63c,anglais,2002
69825516c835c41957dfc675,anglais,2001
69825516c835c41957dfc68a,anglais,1975
69825516c835c41957dfc68b,anglais,1976
69825516c835c41957dfc68c,anglais,1978
69825516c835c41957dfc68d,anglais,1990
69825516c835c41957dfc68e,anglais,1996
69825516c835c41957dfc6be,anglais,1993
69825516c835c41957dfc6bf,anglais,1995
69825516c835c41957dfc6c4,anglais,2000
69825516c835c41957dfc6df,français,1990
69825516c835c41957dfc6f6,français,1975
69825516c835c41957dfc6f8,français,1976
69825516c835c41957dfc703,français,2002
69825516c835c41957dfc736,anglais,1999
69825516c835c41957dfc75e,anglais,1981
69825516c835c41957dfc75f,anglais,1996
69825516c835c41957dfc7ff,anglais,2001
69825516c835c41957dfc800,anglais,2006
69825516c835c41957dfc802,anglais,2005
69825516c835c41957dfc805,anglais,2003
69825516c835c41957dfc808,anglais,2006
69825516c835c41957dfc80b,anglais,2002
69825516c835c41957dfc80d,anglais,2005
69825516c835c41957dfc80f,anglais,2006
69825516c835c41957dfc810,anglais,2006
69825516c835c41957dfc812,anglais,2004
69825516c835c41957dfc813,anglais,2006
69825516c835c41957dfc817,anglais,2006
69825516c835c41957dfc818,anglais,2002
69825516c835c41957dfc819,anglais,2006
69825516c835c41957dfc81a,anglais,2001
69825516c835c41957dfc81d,anglais,2004
69825516c835c41957dfc820,anglais,2005
69825516c835c41957dfc821,anglais,2005
69825516c835c41957dfc822,anglais,2004
69825516c835c41957dfc823,anglais,2004
69825516c835c41957dfc857,anglais,2006
69825516c835c41957dfc8da,anglais,2004
69825516c835c41957dfc906,français,2002
69825516c835c41957dfc909,français,2002
69825516c835c41957dfc919,anglais,1986
69825516c835c41957dfc91a,anglais,1988
69825516c835c41957dfc91b,anglais,1979
69825516c835c41957dfc920,français,2006
69825516c835c41957dfc92a,anglais,1992
69825516c835c41957dfc930,espagnol,2006
69825516c835c41957dfc939,anglais,1997
69825516c835c41957dfc93a,anglais,2002
69825516c835c41957dfc93c,anglais,1981
69825516c835c41957dfc942,anglais,2003
69825516c835c41957dfc979,anglais,2000
69825516c835c41957dfc97a,anglais,2001
69825516c835c41957dfc97b,anglais,2003
69825516c835c41957dfc981,anglais,1993
69825516c835c41957dfc983,anglais,2006
69825516c835c41957dfc98a,anglais,2000
69825516c835c41957dfc98b,anglais,1999
69825516c835c41957dfc98c,anglais,1997
69825516c835c41957dfc993,anglais,1993
69825516c835c41957dfc9b3,anglais,2000
69825516c835c41957dfc9bf,anglais,2004
69825516c835c41957dfc9fe,anglais,2006
69825516c835c41957dfca23,espagnol,2001
69825516c835c41957dfca24,anglais,2004
69825516c835c41957dfca2c,espagnol,2004
69825516c835c41957dfca39,anglais,1994
69825516c835c41957dfcaaa,anglais,2000
69825516c835c41957dfcaab,anglais,2000
69825516c835c41957dfcaac,anglais,2000
69825516c835c41957dfcaad,anglais,2000
69825516c835c41957dfcaae,anglais,2000
69825516c835c41957dfcae6,anglais,2004
69825516c835c41957dfcbee,français,1985
69825516c835c41957dfcc8d,anglais,2004
69825516c835c41957dfcc8f,anglais,2006
69825516c835c41957dfccab,anglais,2005
69825516c835c41957dfccaf,anglais,1999
69825516c835c41957dfccb0,anglais,2005
69825516c835c41957dfccb3,anglais,2002
69825516c835c41957dfccb7,anglais,2001
69825516c835c41957dfccbb,anglais,2005
69825516c835c41957dfccbf,anglais,1991
69825516c835c41957dfccc1,anglais,2006
69825516c835c41957dfccc2,anglais,2004
69825516c835c41957dfcce6,anglais,1975
69825516c835c41957dfcceb,anglais,2003
69825516c835c41957dfcced,anglais,1999
69825516c835c41957dfccef,anglais,1994
69825516c835c41957dfccf0,anglais,2000
69825516c835c41957dfccf1,anglais,2002
69825516c835c41957dfccf2,anglais,2003
69825516c835c41957dfcd00,anglais,2003
69825516c835c41957dfcd4d,anglais,1992
69825516c835c41957dfcd4f,anglais,1997
69825516c835c41957dfcd54,anglais,1993
69825516c835c41957dfcd56,anglais,1994
69825516c835c41957dfcd80,anglais,2006
69825516c835c41957dfcdb4,anglais,2003
69825516c835c41957dfcdcc,,2006
69825516c835c41957dfcdd1,,2002
69825516c835c41957dfcdf9,italien,1984
69825516c835c41957dfce44,,1991
69825516c835c41957dfce47,anglais,2002
69825516c835c41957dfce4e,anglais,1992
69825516c835c41957dfce65,,1991
69825516c835c41957dfce67,anglais,1995
69825516c835c41957dfce6c,anglais,2003
69825516c835c41957dfce83,anglais,1991
69825516c835c41957dfcec2,anglais,1983
69825516c835c41957dfcec5,anglais,1994
69825516c835c41957dfcece,anglais,1986
69825516c835c41957dfcede,anglais,2005
69825516c835c41957dfcee3,anglais,2003
69825516c835c41957dfceed,anglais,1984
69825516c835c41957dfcef1,anglais,1992
69825516c835c41957dfcef3,anglais,1990
69825516c835c41957dfcefc,anglais,1983
69825516c835c41957dfcf0d,anglais,1981
69825516c835c41957dfcf1c,anglais,2003
69825516c835c41957dfcf1f,anglais,1988
69825516c835c41957dfcf23,anglais,1986
69825516c835c41957dfcf2a,anglais,1991
69825516c835c41957dfcf2b,anglais,1989
69825516c835c41957dfcf3a,anglais,2006
69825516c835c41957dfcf3b,allemand,2002
69825516c835c41957dfcfc2,anglais,2000
69825516c835c41957dfcfe9,anglais,2000
69825516c835c41957dfcfea,anglais,2002
69825516c835c41957dfcfeb,,2003
69825516c835c41957dfcfec,,2004
69825516c835c41957dfcfed,allemand,2003
69825516c835c41957dfd0bb,anglais,1998
69825516c835c41957dfd0cf,anglais,2000
69825516c835c41957dfd121,espagnol,1997
69825516c835c41957dfd12e,anglais,1995
69825516c835c41957dfd13c,anglais,2003
69825516c835c41957dfd14c,français,1994
69825516c835c41957dfd15e,anglais,2006
69825516c835c41957dfd160,anglais,2003
69825516c835c41957dfd17a,espagnol,2000
69825516c835c41957dfd19d,espagnol,2004
69825516c835c41957dfd19e,espagnol,2002
69825516c835c41957dfd19f,espagnol,2004
69825516c835c41957dfd1a0,espagnol,2004
69825516c835c41957dfd1a1,espagnol,1998
69825516c835c41957dfd1a2,espagnol,1995
69825516c835c41957dfd1b6,anglais,1994
69825516c835c41957dfd1e2,anglais,2004
69825516c835c41957dfd1e9,anglais,2005
69825516c835c41957dfd1ea,coréen,2004
69825516c835c41957dfd1eb,coréen,2006
69825516c835c41957dfd1ee,coréen,1997
69825516c835c41957dfd1ef,anglais,2005
69825516c835c41957dfd1f8,anglais,1977
69825516c835c41957dfd203,anglais,1989
69825516c835c41957dfd204,anglais,1997
69825516c835c41957dfd205,anglais,1999
69825516c835c41957dfd207,anglais,1999
69825516c835c41957dfd269,anglais,1999
69825516c835c41957dfd26a,anglais,1976
69825516c835c41957dfd270,russe,2006
69825516c835c41957dfd2a4,anglais,1999
69825516c835c41957dfd2e4,anglais,2006
69825516c835c41957dfd2f9,anglais,2006
69825516c835c41957dfd3bb,anglais,1992
69825516c835c41957dfd4d6,anglais,2004
69825516c835c41957dfd4fa,anglais,2003
69825516c835c41957dfd50a,anglais,2000
69825516c835c41957dfd53a,français,2004
69825516c835c41957dfd5c6,anglais,2005
69825516c835c41957dfd60b,anglais,2006
69825516c835c41957dfd637,anglais,2006
69825516c835c41957dfd677,anglais,1999
69825516c835c41957dfd6e0,anglais,2004
69825516c835c41957dfd735,allemand,2005
69825516c835c41957dfd742,allemand,1988
69825516c835c41957dfd743,anglais,1988
69825516c835c41957dfd757,anglais,1977
69825516c835c41957dfd75a,allemand,1998
69825516c835c41957dfd75f,allemand,1996
69825516c835c41957dfd767,allemand,2004
69825516c835c41957dfd7ba,anglais,1978
69825516c835c41957dfd7bb,anglais,1982
69825516c835c41957dfd7bf,anglais,1980
69825516c835c41957dfd7c3,anglais,1976
69825516c835c41957dfd7cf,allemand,1976
69825516c835c41957dfd7d6,allemand,2006
69825516c835c41957dfd7db,anglais,2005
69825516c835c41957dfd7dc,allemand,1988
69825516c835c41957dfd7f3,anglais,1984
69825516c835c41957dfd7f7,allemand,2001
69825516c835c41957dfd7ff,anglais,1985
69825516c835c41957dfd85e,espagnol,2006
69825516c835c41957dfd8b7,polonais,2006
69825516c835c41957dfd8be,anglais,2006
69825516c835c41957dfd943,italien,2003
69825516c835c41957dfd9dc,anglais,2004
69825516c835c41957dfd9e0,anglais,2002
69825516c835c41957dfda2b,anglais,1994
69825516c835c41957dfda2d,anglais,1993
69825516c835c41957dfda37,anglais,1995
69825516c835c41957dfda3d,anglais,2004
69825516c835c41957dfda3e,anglais,2002
69825516c835c41957dfda6b,anglais,1999
69825516c835c41957dfdaa9,anglais,2003
69825516c835c41957dfdb22,espagnol,1981
69825516c835c41957dfdb29,espagnol,1984
69825516c835c41957dfdb46,portugais,2001
69825516c835c41957dfdb48,anglais,1991
69825516c835c41957dfdb65,anglais,1978
69825516c835c41957dfdb66,catalan,1997
69825516c835c41957dfdb84,espagnol,1992
69825516c835c41957dfdb93,espagnol,2003
69825516c835c41957dfdbcf,anglais,1989
69825516c835c41957dfdbf0,anglais,1999
69825516c835c41957dfdbf1,anglais,2000
69825516c835c41957dfdc54,espagnol,2001
69825516c835c41957dfdcbd,français,1989
69825516c835c41957dfdcd8,français,2004
69825516c835c41957dfdcde,espagnol,2001
69825516c835c41957dfdd69,anglais,1993
69825516c835c41957dfddc9,anglais,1987
69825516c835c41957dfdddb,anglais,1993
69825516c835c41957dfdde6,anglais,1994
69825516c835c41957dfddef,anglais,1988
69825516c835c41957dfddf7,anglais,1982
69825516c835c41957dfde06,anglais,2002
69825516c835c41957dfde16,anglais,2004
69825516c835c41957dfde18,anglais,2005
69825516c835c41957dfde38,anglais,2005
69825516c835c41957dfdea2,anglais,2005
69825516c835c41957dfded9,anglais,2003
69825516c835c41957dfdefa,anglais,2004
69825516c835c41957dfdf12,anglais,2002
69825516c835c41957dfdf2f,anglais,1998
69825516c835c41957dfdf41,,1993
69825516c835c41957dfdf67,anglais,2005
69825516c835c41957dfdfe8,anglais,2003
69825516c835c41957dfe072,français,2003
69825516c835c41957dfe09d,français,1999
69825516c835c41957dfe0a1,allemand,2003
69825516c835c41957dfe136,français,1990
69825516c835c41957dfe138,français,1999
69825516c835c41957dfe139,français,1998
69825516c835c41957dfe13b,français,1984
69825516c835c41957dfe141,français,1998
69825516c835c41957dfe146,français,1982
69825516c835c41957dfe14d,français,1988
69825516c835c41957dfe15f,français,1990
69825516c835c41957dfe175,français,1999
69825516c835c41957dfe188,anglais,2003
69825516c835c41957dfe191,anglais,1995
69825516c835c41957dfe1cc,espagnol,2005
69825516c835c41957dfe1cf,anglais,2000
69825516c835c41957dfe1d1,espagnol,1998
69825516c835c41957dfe1d7,anglais,1999
69825516c835c41957dfe1dc,anglais,1986
69825516c835c41957dfe1dd,anglais,1995
69825516c835c41957dfe1e3,anglais,1986
69825516c835c41957dfe1f4,anglais,2005
69825516c835c41957dfe1f5,anglais,2001
69825516c835c41957dfe1f8,anglais,2003
69825516c835c41957dfe1f9,anglais,2003
69825516c835c41957dfe1fb,anglais,2003
69825516c835c41957dfe1fd,anglais,1988
69825516c835c41957dfe1fe,anglais,2003
69825516c835c41957dfe1ff,anglais,2003
69825516c835c41957dfe204,anglais,2005
69825516c835c41957dfe206,anglais,2005
69825516c835c41957dfe207,anglais,2003
69825516c835c41957dfe208,anglais,1999
69825516c835c41957dfe20d,anglais,2000
69825516c835c41957dfe210,anglais,1999
69825516c835c41957dfe219,anglais,1991
69825516c835c41957dfe21c,anglais,2000
69825516c835c41957dfe220,anglais,1995
69825516c835c41957dfe221,anglais,1990
69825516c835c41957dfe224,anglais,1999
69825516c835c41957dfe226,anglais,2005
69825516c835c41957dfe2e3,allemand,2004
69825516c835c41957dfe3fb,anglais,1975
69825516c835c41957dfe45e,anglais,1987
69825516c835c41957dfe45f,anglais,1995
69825516c835c41957dfe460,anglais,1994
69825516c835c41957dfe461,anglais,1999
69825516c835c41957dfe467,anglais,1978
69825516c835c41957dfe468,anglais,1998
69825516c835c41957dfe46d,anglais,1987
69825516c835c41957dfe46f,anglais,1984
69825516c835c41957dfe471,anglais,1996
69825516c835c41957dfe472,anglais,1996
69825516c835c41957dfe473,anglais,1990
69825516c835c41957dfe474,anglais,1995
69825516c835c41957dfe477,anglais,2001
69825516c835c41957dfe479,anglais,2002
69825516c835c41957dfe47a,anglais,1975
69825516c835c41957dfe47b,anglais,2002
69825516c835c41957dfe47c,allemand,1995
69825516c835c41957dfe47d,anglais,1997
69825516c835c41957dfe47e,anglais,1997
69825516c835c41957dfe47f,anglais,1990
69825516c835c41957dfe480,anglais,1990
69825516c835c41957dfe481,anglais,1994
69825516c835c41957dfe483,anglais,1997
69825516c835c41957dfe485,anglais,2001
69825516c835c41957dfe486,anglais,1998
69825516c835c41957dfe487,anglais,1999
69825516c835c41957dfe488,anglais,1999
69825516c835c41957dfe489,anglais,2001
69825516c835c41957dfe48a,anglais,1983
69825516c835c41957dfe48b,anglais,2000
69825516c835c41957dfe48c,anglais,1984
69825516c835c41957dfe48d,anglais,2001
69825516c835c41957dfe48e,anglais,2003
69825516c835c41957dfe48f,anglais,1984
69825516c835c41957dfe490,anglais,1986
69825516c835c41957dfe491,anglais,1987
69825516c835c41957dfe492,anglais,1980
69825516c835c41957dfe494,anglais,1996
69825516c835c41957dfe495,anglais,1997
69825516c835c41957dfe496,anglais,1982
69825516c835c41957dfe497,anglais,1990
