source,target,weight
69825517c835c41957e016c6,69825517c835c41957e015db,1
69825517c835c41957e016c6,69825517c835c41957e01644,2
69825517c835c41957e016c6,69825517c835c41957e016ba,1
69825517c835c41957e016c6,69825516c835c41957dfefb2,1
69825517c835c41957e016c6,69825517c835c41957e016d1,2
69825517c835c41957e016c6,69825517c835c41957e01645,2
69825517c835c41957e016c6,69825517c835c41957e015f2,1
69825517c835c41957e016c6,69825517c835c41957e01654,1
69825517c835c41957e016c6,69825517c835c41957e016aa,1
69825517c835c41957e016c6,69825517c835c41957e015e2,1
69825517c835c41957e016c6,69825517c835c41957e016b3,1
69825517c835c41957e016c6,69825517c835c41957e01627,1
69825517c835c41957e016c6,69825517c835c41957e0161b,3
69825517c835c41957e016c6,69825517c835c41957e016b7,5
69825517c835c41957e016c6,69825517c835c41957e015cf,1
69825517c835c41957e016c6,69825517c835c41957e0164f,2
69825517c835c41957e016c6,69825517c835c41957e015a4,5
69825517c835c41957e016c6,69825517c835c41957e0161f,3
69825517c835c41957e016c6,69825517c835c41957e0168f,1
69825516c835c41957dff07c,69825516c835c41957dff0dc,1
69825516c835c41957dff07c,69825516c835c41957dff05c,1
69825516c835c41957dff07c,69825516c835c41957dff0b1,1
69825516c835c41957dff07c,69825516c835c41957dff0ba,2
69825516c835c41957dff07c,69825516c835c41957dff05e,1
69825516c835c41957dff07c,69825516c835c41957dff069,1
69825516c835c41957dff07c,69825516c835c41957dff063,1
69825516c835c41957dff07c,69825516c835c41957dff06c,1
69825516c835c41957dff07c,69825516c835c41957dff070,1
69825516c835c41957dff07c,69825516c835c41957dff090,1
69825516c835c41957dff07c,69825516c835c41957dff083,2
69825516c835c41957dff07c,69825516c835c41957dff0cd,1
69825516c835c41957dff07c,69825516c835c41957dff0d0,2
69825516c835c41957dff07c,69825516c835c41957dff0cf,2
69825516c835c41957dff07c,69825516c835c41957dff0d6,1
69825516c835c41957dff07c,69825516c835c41957dff0b3,1
69825516c835c41957dff07c,69825516c835c41957dff055,1
69825516c835c41957dff07c,69825516c835c41957dff0c8,1
69825516c835c41957dff07c,69825516c835c41957dff05f,1
69825516c835c41957dff07c,69825516c835c41957dff071,1
69825516c835c41957dff07c,69825516c835c41957dff0de,1
69825516c835c41957dff07c,69825516c835c41957dff091,1
69825516c835c41957dff07c,69825516c835c41957dff080,1
69825516c835c41957dff07c,69825516c835c41957dff064,1
69825516c835c41957dff07c,69825516c835c41957dff0b2,1
69825516c835c41957dff07c,69825516c835c41957dff082,1
69825516c835c41957dff07c,69825516c835c41957dff09e,1
69825516c835c41957dff07c,69825516c835c41957dff072,1
69825516c835c41957dff07c,69825516c835c41957dff09d,2
69825516c835c41957dff07c,69825516c835c41957dff0db,1
69825516c835c41957dff07c,69825516c835c41957dff086,1
69825516c835c41957dff07c,69825516c835c41957dff077,1
69825516c835c41957dff07c,69825516c835c41957dff0a2,1
69825516c835c41957dff07c,69825516c835c41957dff0d3,2
69825516c835c41957dff07c,69825516c835c41957dff08f,1
69825516c835c41957dff07c,69825516c835c41957dff06f,1
69825516c835c41957dff07c,69825516c835c41957dff0d9,1
69825516c835c41957dff07c,69825516c835c41957dff0d1,1
69825516c835c41957dfa8f3,69825516c835c41957dfce6c,1
69825516c835c41957dfa8f3,69825516c835c41957dfccf0,1
69825516c835c41957dfa8f3,69825516c835c41957dfcd2c,1
69825516c835c41957dfa7e6,69825516c835c41957dfb5bd,1
69825516c835c41957dfa7e6,69825516c835c41957df9e69,1
69825516c835c41957dfa7e6,69825516c835c41957dfa542,1
69825516c835c41957dfca1d,69825516c835c41957dfc943,1
69825516c835c41957dfca1d,69825517c835c41957e00334,1
69825516c835c41957dfa4f4,69825517c835c41957e01261,1
69825516c835c41957dfa4f4,69825516c835c41957dfa3d9,1
69825517c835c41957dffd69,69825516c835c41957dfe0eb,1
69825517c835c41957dffd69,69825517c835c41957dff523,2
69825516c835c41957dff31f,69825517c835c41957dff416,2
69825516c835c41957dff31f,69825516c835c41957dfc939,2
69825516c835c41957dff31f,69825516c835c41957dff3c9,1
69825516c835c41957dff31f,69825517c835c41957e01a80,1
69825516c835c41957dfda96,69825516c835c41957dfba95,1
69825517c835c41957e01088,69825517c835c41957e01197,3
69825516c835c41957df9fab,69825517c835c41957dffa48,1
69825516c835c41957dfa9e8,69825516c835c41957dfe20d,1
69825516c835c41957dfa9e8,69825516c835c41957dfa5a4,4
69825516c835c41957dfa9e8,69825516c835c41957dfab35,1
69825516c835c41957dfa9e8,69825517c835c41957e00a2c,11
69825516c835c41957dfa9e8,69825517c835c41957e00bf1,1
69825516c835c41957dfa9e8,69825516c835c41957dfd8b5,1
69825516c835c41957dfa9e8,69825516c835c41957dfc107,1
69825516c835c41957dfa9e8,69825516c835c41957dfb5b1,3
69825516c835c41957dfa9e8,69825516c835c41957dfe2af,1
69825516c835c41957dfa9e8,69825516c835c41957dfedaa,1
69825516c835c41957dfa9e8,69825516c835c41957dfefc1,1
69825516c835c41957dfa9e8,69825516c835c41957dfd3f8,1
69825516c835c41957dfa9e8,69825516c835c41957dfe795,5
69825516c835c41957dfa9e8,69825517c835c41957e01001,1
69825516c835c41957dfa9e8,69825516c835c41957dfedab,1
69825516c835c41957dfa9e8,69825516c835c41957dff00a,1
69825516c835c41957dfa9e8,69825516c835c41957dfabe1,1
69825516c835c41957dfa9e8,69825516c835c41957dfefed,1
69825516c835c41957dfa9e8,69825516c835c41957dff009,1
69825516c835c41957dfa9e8,69825516c835c41957dfb940,1
69825516c835c41957dfa9e8,69825516c835c41957dfe0e9,1
69825516c835c41957dfa9e8,69825516c835c41957dfa168,2
69825516c835c41957dfa9e8,69825516c835c41957df9c99,8
69825516c835c41957dfa9e8,69825517c835c41957e011ac,2
69825516c835c41957dfa9e8,69825517c835c41957e00ded,1
69825516c835c41957dfa9e8,69825516c835c41957dfa160,12
69825516c835c41957dfa9e8,69825516c835c41957dfd8e7,2
69825516c835c41957dfa9e8,69825517c835c41957e00654,1
69825516c835c41957dfa9e8,69825517c835c41957dff799,1
69825516c835c41957dfa9e8,69825516c835c41957dfef50,1
69825516c835c41957dfa9e8,69825516c835c41957dfd404,1
69825516c835c41957dfa9e8,69825517c835c41957e012b0,1
69825516c835c41957dfa9e8,69825516c835c41957dfb9af,4
69825516c835c41957dfa9e8,69825517c835c41957e01139,4
69825516c835c41957dfa9e8,69825516c835c41957dfa8a4,2
69825516c835c41957dfa9e8,69825516c835c41957dfd3ed,1
69825516c835c41957dfa9e8,69825516c835c41957dfd086,2
69825516c835c41957dfa9e8,69825516c835c41957dfed83,3
69825516c835c41957dfa9e8,69825517c835c41957e00bfc,1
69825516c835c41957dfa9e8,69825516c835c41957dfe0e5,1
69825516c835c41957dfa9e8,69825517c835c41957e0086e,1
69825516c835c41957dfa9e8,69825516c835c41957dfab5b,1
69825516c835c41957dfa9e8,69825516c835c41957dfa813,1
69825516c835c41957dfa9e8,69825517c835c41957e012da,1
69825516c835c41957dfa9e8,69825516c835c41957dfd405,1
69825516c835c41957dfada1,69825516c835c41957dfade7,3
69825516c835c41957dfada1,69825516c835c41957dfadfd,1
69825516c835c41957dfada1,69825516c835c41957dfadfb,1
69825516c835c41957dfada1,69825516c835c41957dfadbd,1
69825516c835c41957dfd2ef,69825517c835c41957dffce6,1
69825516c835c41957dfd2ef,69825516c835c41957dfd304,1
69825516c835c41957dfb9f7,69825516c835c41957dfba5d,1
69825517c835c41957e00476,69825516c835c41957dfe0e1,1
69825517c835c41957e00476,69825517c835c41957e004bc,1
69825517c835c41957e00476,69825517c835c41957dffc04,1
69825517c835c41957e00476,69825517c835c41957e01aa2,1
69825516c835c41957dfa28a,69825516c835c41957df9e7e,2
69825516c835c41957dfa28a,69825516c835c41957df9f97,2
69825516c835c41957dfa28a,69825516c835c41957df9f96,2
69825516c835c41957dfa28a,69825516c835c41957dfa528,1
69825516c835c41957dfedd8,69825517c835c41957e002c4,1
69825516c835c41957dfedd8,69825517c835c41957e011f8,1
69825516c835c41957dfedd8,69825517c835c41957dffae9,1
69825516c835c41957dfedd8,69825517c835c41957e0079b,1
69825516c835c41957dfa3a3,69825516c835c41957dfd5a7,1
69825516c835c41957dfa3a3,69825517c835c41957dff882,2
69825516c835c41957dfa3a3,69825516c835c41957dfdd16,1
69825516c835c41957dfa3a3,69825516c835c41957dfca71,1
69825516c835c41957dfa3a3,69825516c835c41957dfda37,1
69825516c835c41957dfa3a3,69825516c835c41957dfdd11,2
69825516c835c41957dfc06a,69825517c835c41957e004b6,1
69825516c835c41957dfc06a,69825516c835c41957dfa333,1
69825516c835c41957dfc06a,69825517c835c41957dff94f,2
69825516c835c41957dfc06a,69825516c835c41957dfa8d4,1
69825516c835c41957dfdc4e,69825516c835c41957dfb4d7,1
69825516c835c41957dfdc4e,69825516c835c41957dfac61,1
69825516c835c41957dfe402,69825517c835c41957e00d6c,1
69825516c835c41957dfe402,69825516c835c41957dfe3d7,1
69825516c835c41957dfe402,69825516c835c41957dfe3d6,1
69825516c835c41957dfe402,69825516c835c41957dfe420,1
69825516c835c41957dfe402,69825516c835c41957dfe417,1
69825516c835c41957dfe402,69825516c835c41957dfe406,1
69825516c835c41957dfe402,69825516c835c41957dfe3f3,1
69825516c835c41957dfe402,69825516c835c41957dfe3f8,1
69825516c835c41957dfe402,69825516c835c41957dfe3da,1
69825516c835c41957dfe402,69825516c835c41957dfe3ed,1
69825516c835c41957dfe402,69825516c835c41957dfe414,1
69825516c835c41957dfe402,69825516c835c41957dfe40c,1
69825516c835c41957dfe402,69825516c835c41957dfe413,1
69825516c835c41957dfe402,69825516c835c41957dfe3ef,1
69825516c835c41957dfe402,69825516c835c41957dfe3d4,1
69825517c835c41957e004f3,69825517c835c41957e004ea,1
69825516c835c41957dfbc23,69825516c835c41957dfbc10,1
69825516c835c41957dfbc23,69825516c835c41957dfbc20,1
69825516c835c41957dfbc23,69825516c835c41957dfbbb2,1
69825516c835c41957dfbc23,69825516c835c41957dfbc09,1
69825516c835c41957dfbc23,69825516c835c41957dfbbea,1
69825516c835c41957dfbc23,69825516c835c41957dfbbf8,1
69825516c835c41957dfbc23,69825516c835c41957dfbbd4,1
69825516c835c41957dfbc23,69825516c835c41957dfbbb9,1
69825516c835c41957dfbc23,69825516c835c41957dfbc2c,1
69825516c835c41957dfbc23,69825516c835c41957dfbbe4,1
69825516c835c41957dfbc23,69825516c835c41957dfbbfd,1
69825516c835c41957dfbc23,69825516c835c41957dfbc0e,1
69825516c835c41957dfbc23,69825516c835c41957dfbc27,1
69825516c835c41957dfbc23,69825516c835c41957dfbc1b,1
69825516c835c41957dfbc23,69825516c835c41957dfbbba,1
69825516c835c41957dfbc23,69825516c835c41957dfbc0f,1
69825516c835c41957dfbc23,69825516c835c41957dfbbb8,1
69825516c835c41957dfbc23,69825516c835c41957dfbbc3,1
69825516c835c41957dfbc23,69825516c835c41957dfbbb7,1
69825517c835c41957dffd49,69825517c835c41957dffd36,2
69825517c835c41957dffd49,69825517c835c41957dffd58,2
69825517c835c41957dffd49,69825517c835c41957dffd3b,2
69825517c835c41957dffd49,69825517c835c41957dffd60,2
69825517c835c41957dffd49,69825517c835c41957dffd4f,2
69825517c835c41957dffd49,69825517c835c41957dffd3d,2
69825517c835c41957dffd49,69825517c835c41957dffd63,2
69825517c835c41957dffd49,69825517c835c41957e012a7,1
69825517c835c41957dffd49,69825517c835c41957dffd50,2
69825517c835c41957dffd49,69825517c835c41957dffd59,2
69825517c835c41957dffd49,69825517c835c41957dffd5a,2
69825517c835c41957dffd49,69825517c835c41957dffd3e,2
69825517c835c41957dffd49,69825517c835c41957e01276,1
69825517c835c41957dffd49,69825517c835c41957dffd42,2
69825517c835c41957dffd49,69825517c835c41957dffd35,2
69825517c835c41957dffd49,69825517c835c41957dffd43,2
69825517c835c41957dffd49,69825517c835c41957dffd47,2
69825517c835c41957dffd49,69825517c835c41957dffd3c,2
69825517c835c41957dffd49,69825517c835c41957dffd5c,2
69825517c835c41957dffd49,69825517c835c41957dffd54,2
69825517c835c41957dffd49,69825517c835c41957dffd62,2
69825517c835c41957dffd49,69825517c835c41957dffd39,2
69825517c835c41957dffd49,69825517c835c41957dffd64,2
69825517c835c41957dffd49,69825517c835c41957dffd3f,2
69825517c835c41957dffd49,69825517c835c41957dffd53,2
69825517c835c41957dffd49,69825517c835c41957dffd45,2
69825517c835c41957dffd49,69825517c835c41957dffd5e,2
69825517c835c41957dffd49,69825517c835c41957dffd44,2
69825516c835c41957dfe869,69825516c835c41957dfc2e8,1
69825516c835c41957dfe869,69825517c835c41957e01811,1
69825516c835c41957dfe869,69825517c835c41957dff7a3,6
69825516c835c41957dfe869,69825516c835c41957dfd2c1,4
69825516c835c41957dfe869,69825516c835c41957dfbd2b,2
69825516c835c41957dfe869,69825516c835c41957dfa0b1,1
69825516c835c41957dfe869,69825517c835c41957e0069b,7
69825516c835c41957dfe869,69825517c835c41957e01810,1
69825516c835c41957dfe869,69825516c835c41957dfbd2d,2
69825516c835c41957dfe869,69825516c835c41957dfbd25,1
69825516c835c41957dfe869,69825517c835c41957dffa4b,7
69825516c835c41957dfca4a,69825517c835c41957e012aa,1
69825517c835c41957e0034c,69825516c835c41957df9dce,1
69825516c835c41957dfa16c,69825516c835c41957dfa96e,4
69825516c835c41957dfa16c,69825516c835c41957dfd889,1
69825516c835c41957dfa16c,69825517c835c41957e00d49,1
69825516c835c41957dfa16c,69825516c835c41957dfef54,1
69825516c835c41957dfa16c,69825517c835c41957e0088e,1
69825516c835c41957dfa16c,69825516c835c41957dfc16e,3
69825516c835c41957dfa16c,69825516c835c41957dfe123,1
69825516c835c41957dfa16c,69825516c835c41957dfa352,1
69825516c835c41957dfa16c,69825516c835c41957dfd70f,1
69825516c835c41957dfa16c,69825516c835c41957dfdfa6,1
69825516c835c41957dfa16c,69825516c835c41957dfe802,1
69825516c835c41957dfa16c,69825516c835c41957dfdc15,1
69825516c835c41957dfa16c,69825516c835c41957df9f2c,1
69825516c835c41957dfa16c,69825516c835c41957dfbb3a,1
69825516c835c41957dfa16c,69825517c835c41957dff88b,2
69825516c835c41957dfa16c,69825517c835c41957e00628,3
69825516c835c41957dfa16c,69825517c835c41957dffb45,1
69825516c835c41957dfa16c,69825517c835c41957e0042c,1
69825516c835c41957dfca24,69825516c835c41957dfca23,5
69825516c835c41957dfbd25,69825516c835c41957dfc2e8,1
69825516c835c41957dfbd25,69825517c835c41957dff7a3,1
69825516c835c41957dfbd25,69825517c835c41957dffa4b,1
69825516c835c41957dfbd25,69825516c835c41957dfd2c1,1
69825516c835c41957dfbd25,69825517c835c41957e0069b,1
69825516c835c41957dfbd25,69825516c835c41957dfbd2b,1
69825516c835c41957dfbaa4,69825516c835c41957dfba9f,1
69825516c835c41957dfbaa4,69825516c835c41957dfba97,1
69825516c835c41957dfbaa4,69825516c835c41957dfbaa0,1
69825516c835c41957dfbaa4,69825516c835c41957dfbaa1,1
69825516c835c41957dfbaa4,69825516c835c41957dfbaa2,1
69825516c835c41957dfbaa4,69825516c835c41957dfbaa5,1
69825516c835c41957dfbaa4,69825516c835c41957dfba98,1
69825516c835c41957dfbaa4,69825516c835c41957dfba96,1
69825516c835c41957dfbaa4,69825516c835c41957dfbaa3,1
69825516c835c41957dfd2d9,69825516c835c41957dfdc61,1
69825516c835c41957dfd2d9,69825516c835c41957dfa8f6,1
69825516c835c41957dfd2d9,69825517c835c41957e00950,1
69825516c835c41957dfd2d9,69825516c835c41957dfa720,1
69825516c835c41957dfd2d9,69825517c835c41957e01108,1
69825516c835c41957dfd2d9,69825517c835c41957dff930,2
69825516c835c41957dfd2d9,69825516c835c41957dfccad,1
69825516c835c41957dfd2d9,69825516c835c41957dfe801,2
69825516c835c41957dfd2d9,69825517c835c41957e00fc5,1
69825516c835c41957dfd2d9,69825516c835c41957dfa761,1
69825516c835c41957dfd2d9,69825516c835c41957dff27c,1
69825516c835c41957dfd2d9,69825517c835c41957e00bf6,2
69825516c835c41957dfd2d9,69825517c835c41957e00d24,1
69825516c835c41957dfd2d9,69825516c835c41957dfa0e9,1
69825516c835c41957dfd2d9,69825517c835c41957e00726,1
69825516c835c41957dfd2d9,69825516c835c41957dfcd80,1
69825516c835c41957dfd2d9,69825516c835c41957dfa73b,1
69825516c835c41957dfd2d9,69825516c835c41957dfc328,1
69825516c835c41957dfd2d9,69825516c835c41957dfe793,1
69825516c835c41957dfab25,69825516c835c41957dfbc9f,1
69825516c835c41957dfab25,69825516c835c41957dfa548,1
69825516c835c41957dfca70,69825516c835c41957dfda2b,1
69825516c835c41957dfca70,69825517c835c41957e0119f,1
69825516c835c41957dfca70,69825516c835c41957dfa3a9,1
69825516c835c41957dfca70,69825517c835c41957dffca7,1
69825516c835c41957dfca70,69825516c835c41957dfca71,3
69825516c835c41957dfca70,69825517c835c41957e005bf,1
69825516c835c41957dfca70,69825516c835c41957dff357,1
69825516c835c41957dfca70,69825516c835c41957dfca72,3
69825516c835c41957dfca70,69825516c835c41957dfe66e,1
69825516c835c41957dfca70,69825516c835c41957dff3b6,1
69825516c835c41957dfca70,69825516c835c41957dfa122,1
69825516c835c41957dfca70,69825516c835c41957dfe66d,1
69825516c835c41957dfca70,69825516c835c41957dfca6f,3
69825516c835c41957dfca70,69825516c835c41957dfda3e,1
69825516c835c41957dfd21a,69825516c835c41957dfd20f,1
69825516c835c41957dfc16e,69825516c835c41957dfa96e,3
69825516c835c41957dfc16e,69825516c835c41957dfd889,1
69825516c835c41957dfc16e,69825517c835c41957e00d49,1
69825516c835c41957dfc16e,69825516c835c41957df9c99,1
69825516c835c41957dfc16e,69825516c835c41957dfef54,1
69825516c835c41957dfc16e,69825517c835c41957e0088e,1
69825516c835c41957dfc16e,69825516c835c41957dfa352,1
69825516c835c41957dfc16e,69825516c835c41957dfd70f,1
69825516c835c41957dfc16e,69825517c835c41957e00648,1
69825516c835c41957dfc16e,69825516c835c41957dfe123,1
69825516c835c41957dfc16e,69825516c835c41957dfdfa6,1
69825516c835c41957dfc16e,69825516c835c41957dfe802,1
69825516c835c41957dfc16e,69825516c835c41957dfdc15,1
69825516c835c41957dfc16e,69825517c835c41957e010f4,1
69825516c835c41957dfc16e,69825516c835c41957df9f2c,1
69825516c835c41957dfc16e,69825516c835c41957dfbb3a,1
69825516c835c41957dfc16e,69825516c835c41957dfe795,1
69825516c835c41957dfc16e,69825517c835c41957dff88b,2
69825516c835c41957dfc16e,69825517c835c41957e00628,6
69825516c835c41957dfc16e,69825516c835c41957dfed83,1
69825516c835c41957dfc16e,69825517c835c41957dffb45,1
69825516c835c41957dfc16e,69825517c835c41957e0042c,1
69825517c835c41957e00564,69825516c835c41957dfba70,1
69825516c835c41957dfa034,69825517c835c41957e00d4d,1
69825516c835c41957dfa034,69825517c835c41957e00d4e,1
69825517c835c41957e01103,69825516c835c41957dff258,1
69825517c835c41957e01103,69825517c835c41957e01106,1
69825517c835c41957e01103,69825517c835c41957e00b87,1
69825516c835c41957dfd303,69825516c835c41957dfb5bf,2
69825516c835c41957dfd303,69825516c835c41957dfc836,1
69825516c835c41957dfd303,69825516c835c41957dfe4b3,1
69825516c835c41957dfd303,69825517c835c41957e003a7,2
69825516c835c41957dfd303,69825516c835c41957dfd217,1
69825516c835c41957dfd303,69825516c835c41957dfc843,1
69825516c835c41957dfd303,69825516c835c41957dfd243,1
69825516c835c41957dfd303,69825516c835c41957dfc810,2
69825516c835c41957dfd303,69825516c835c41957dfc802,2
69825517c835c41957e01945,69825517c835c41957e01944,2
69825517c835c41957e01945,69825517c835c41957e01946,2
69825517c835c41957e01945,69825517c835c41957e01948,2
69825517c835c41957e01627,69825517c835c41957e016b4,1
69825517c835c41957e01627,69825517c835c41957e01662,1
69825517c835c41957e01627,69825517c835c41957e01620,2
69825517c835c41957e01627,69825517c835c41957e015d3,1
69825517c835c41957e01627,69825517c835c41957e0157c,1
69825517c835c41957e01627,69825517c835c41957e01661,2
69825517c835c41957e01627,69825517c835c41957e015be,2
69825517c835c41957e01627,69825517c835c41957e015b0,1
69825517c835c41957e01627,69825517c835c41957e01617,2
69825517c835c41957e01627,69825517c835c41957e01644,2
69825517c835c41957e01627,69825516c835c41957dfefb2,1
69825517c835c41957e01627,69825517c835c41957e016d1,1
69825517c835c41957e01627,69825517c835c41957e01654,2
69825517c835c41957e01627,69825517c835c41957e016aa,1
69825517c835c41957e01627,69825517c835c41957e0161b,2
69825517c835c41957e01627,69825517c835c41957e016b7,2
69825517c835c41957e01627,69825517c835c41957e0164f,2
69825517c835c41957e01627,69825517c835c41957e015a4,2
69825517c835c41957e01627,69825517c835c41957e0161f,1
69825517c835c41957e01627,69825517c835c41957e0168f,2
69825516c835c41957dfba0a,69825516c835c41957dfbd7b,1
69825516c835c41957dfba0a,69825516c835c41957dfbd86,1
69825516c835c41957dfba0a,69825517c835c41957e007c0,1
69825516c835c41957dfba0a,69825517c835c41957e00e96,1
69825516c835c41957dfba0a,69825516c835c41957dfba0e,1
69825516c835c41957dfba0a,69825516c835c41957dfc205,1
69825516c835c41957dfee68,69825516c835c41957dfc117,1
69825516c835c41957dfee68,69825516c835c41957dfe656,2
69825516c835c41957dfee68,69825517c835c41957dff8c5,2
69825516c835c41957dfee68,69825517c835c41957dff83a,2
69825516c835c41957dfee68,69825516c835c41957df9e61,2
69825517c835c41957dffcbf,69825517c835c41957e00112,2
69825517c835c41957dffcbf,69825516c835c41957dfeef4,1
69825517c835c41957dffcbf,69825517c835c41957e00f9f,1
69825517c835c41957dffcbf,69825517c835c41957e01830,1
69825517c835c41957dffcbf,69825517c835c41957e00bd8,2
69825517c835c41957dffcbf,69825516c835c41957dfcdc6,1
69825517c835c41957dffcbf,69825516c835c41957dfa02f,1
69825516c835c41957dfa533,69825516c835c41957dfa52a,1
69825516c835c41957dfa533,69825516c835c41957df9f79,1
69825516c835c41957dfa533,69825516c835c41957dfa47c,1
69825516c835c41957dfa533,69825516c835c41957dfa1a7,1
69825516c835c41957dfa533,69825516c835c41957dfef25,1
69825516c835c41957dfa533,69825516c835c41957dfcd0a,1
69825516c835c41957dfa533,69825516c835c41957dfa51e,2
69825516c835c41957dfa533,69825516c835c41957dfa3f8,2
69825516c835c41957dfa533,69825516c835c41957dfd1f8,1
69825516c835c41957dfa533,69825516c835c41957dfa4ba,1
69825516c835c41957dfa533,69825516c835c41957dfa465,2
69825516c835c41957dfa533,69825516c835c41957dfa429,2
69825516c835c41957dfa533,69825516c835c41957dfa4bc,3
69825516c835c41957dfa533,69825516c835c41957dfa42e,1
69825516c835c41957dfa533,69825516c835c41957dfa428,1
69825516c835c41957dfa533,69825516c835c41957dfe606,1
69825516c835c41957dfa533,69825516c835c41957dfa522,2
69825516c835c41957dfa533,69825516c835c41957dfa42d,1
69825516c835c41957dfa533,69825517c835c41957e012aa,1
69825516c835c41957dfa4d9,69825516c835c41957dfe2b0,2
69825516c835c41957dfe4a9,69825516c835c41957dfe48e,1
69825516c835c41957dfe4a9,69825517c835c41957e01739,1
69825516c835c41957dfe4a9,69825516c835c41957dfe48d,1
69825516c835c41957dfe4a9,69825516c835c41957dfe1f6,1
69825516c835c41957dfe4a9,69825516c835c41957dfe489,1
69825516c835c41957dfe4a9,69825516c835c41957dfe486,1
69825516c835c41957dfe4a9,69825516c835c41957dfe21b,1
69825516c835c41957dfe4a9,69825516c835c41957dfe21f,1
